no,Q1,P1,Q2,P2,Q3,P3,Q4,P4,Q5,P5,Q6,P6,Q7,P7,Q8,P8,Q9,P9,Q10,P10,Q11,P11,Q12,P12,Total,CustomerId,Classification
3930,1,5,4,5,2,2,1,1,1,1,2,3,4,7,4,7,3,5,2,3,2,1,1,0,40,3931,Balanced
3931,2,3,5,7,2,2,3,5,5,9,2,3,2,3,4,7,4,7,3,5,2,1,1,0,52,3932,Assertive
3932,6,1,5,7,1,5,4,7,4,7,4,7,3,5,3,5,3,5,4,7,2,1,1,0,57,3933,Aggressive
3933,3,1,1,1,2,2,3,5,5,9,3,5,1,1,4,7,1,1,2,3,1,0,1,0,35,3934,Balanced
3934,2,3,5,7,3,1,4,7,2,3,1,1,4,7,4,7,5,9,2,3,2,1,1,0,49,3935,Assertive
3935,2,3,4,5,2,2,1,1,4,7,2,3,4,7,4,7,1,1,4,7,2,1,1,0,44,3936,Assertive
3936,1,5,4,5,1,5,2,3,1,1,3,5,4,7,1,1,2,3,3,5,1,0,1,0,40,3937,Balanced
3937,6,1,5,7,1,5,4,7,4,7,1,1,4,7,4,7,5,9,4,7,1,0,2,1,59,3938,Aggressive
3938,2,3,1,1,3,1,2,3,4,7,2,3,1,1,4,7,1,1,4,7,1,0,2,1,35,3939,Balanced
3939,6,1,5,7,2,2,1,1,3,5,1,1,1,1,2,3,2,3,3,5,2,1,1,0,30,3940,Balanced
3940,4,5,1,1,3,1,3,5,2,3,3,5,4,7,2,3,1,1,3,5,2,1,1,0,37,3941,Balanced
3941,4,5,3,3,2,2,3,5,3,5,2,3,4,7,4,7,4,7,1,1,1,0,2,1,46,3942,Assertive
3942,3,1,4,5,1,5,1,1,5,9,4,7,1,1,1,1,5,9,1,1,2,1,2,1,42,3943,Assertive
3943,5,3,4,5,2,2,3,5,2,3,1,1,1,1,2,3,2,3,1,1,2,1,2,1,29,3944,Balanced
3944,1,5,5,7,1,5,2,3,2,3,3,5,3,5,1,1,5,9,2,3,2,1,1,0,47,3945,Assertive
3945,4,5,5,7,3,1,3,5,5,9,4,7,4,7,2,3,3,5,3,5,1,0,2,1,55,3946,Aggressive
3946,3,1,1,1,3,1,1,1,4,7,2,3,2,3,4,7,4,7,2,3,1,0,1,0,34,3947,Balanced
3947,5,3,5,7,3,1,3,5,2,3,2,3,4,7,4,7,3,5,4,7,1,0,2,1,49,3948,Assertive
3948,6,1,2,2,3,1,1,1,1,1,2,3,3,5,2,3,2,3,4,7,1,0,2,1,28,3949,Balanced
3949,1,5,3,3,1,5,3,5,5,9,3,5,2,3,1,1,1,1,2,3,1,0,2,1,41,3950,Balanced
3950,2,3,3,3,3,1,3,5,1,1,2,3,2,3,2,3,4,7,4,7,1,0,2,1,37,3951,Balanced
3951,4,5,5,7,3,1,1,1,1,1,4,7,4,7,3,5,4,7,4,7,2,1,2,1,50,3952,Assertive
3952,5,3,5,7,3,1,1,1,3,5,3,5,3,5,2,3,4,7,3,5,1,0,2,1,43,3953,Assertive
3953,6,1,2,2,3,1,3,5,3,5,4,7,1,1,1,1,5,9,4,7,1,0,1,0,39,3954,Balanced
3954,2,3,3,3,3,1,4,7,5,9,2,3,2,3,4,7,5,9,1,1,1,0,1,0,46,3955,Assertive
3955,3,1,3,3,3,1,3,5,5,9,3,5,4,7,1,1,3,5,1,1,2,1,1,0,39,3956,Balanced
3956,5,3,5,7,2,2,3,5,4,7,4,7,4,7,4,7,5,9,4,7,2,1,1,0,62,3957,Aggressive
3957,4,5,5,7,1,5,2,3,5,9,3,5,2,3,4,7,2,3,3,5,2,1,2,1,54,3958,Aggressive
3958,6,1,4,5,1,5,3,5,4,7,4,7,3,5,3,5,4,7,3,5,2,1,2,1,54,3959,Aggressive
3959,5,3,4,5,2,2,2,3,4,7,4,7,2,3,3,5,1,1,3,5,1,0,1,0,41,3960,Balanced
3960,1,5,1,1,1,5,4,7,1,1,3,5,2,3,4,7,3,5,2,3,2,1,1,0,43,3961,Assertive
3961,5,3,4,5,2,2,4,7,5,9,4,7,2,3,4,7,3,5,4,7,2,1,1,0,56,3962,Aggressive
3962,5,3,5,7,1,5,4,7,4,7,1,1,3,5,2,3,2,3,1,1,2,1,1,0,43,3963,Assertive
3963,1,5,4,5,2,2,2,3,3,5,1,1,2,3,2,3,4,7,2,3,2,1,1,0,38,3964,Balanced
3964,2,3,5,7,1,5,3,5,2,3,3,5,3,5,3,5,5,9,4,7,1,0,1,0,54,3965,Aggressive
3965,3,1,1,1,1,5,1,1,5,9,3,5,3,5,3,5,1,1,2,3,1,0,2,1,37,3966,Balanced
3966,3,1,3,3,3,1,3,5,4,7,3,5,2,3,2,3,4,7,3,5,2,1,1,0,41,3967,Balanced
3967,1,5,2,2,1,5,1,1,5,9,1,1,2,3,2,3,2,3,2,3,2,1,1,0,36,3968,Balanced
3968,3,1,5,7,2,2,4,7,4,7,3,5,3,5,4,7,5,9,3,5,1,0,1,0,55,3969,Aggressive
3969,2,3,5,7,3,1,4,7,2,3,1,1,2,3,4,7,4,7,3,5,1,0,2,1,45,3970,Assertive
3970,2,3,1,1,1,5,4,7,5,9,2,3,1,1,4,7,4,7,1,1,2,1,1,0,45,3971,Assertive
3971,4,5,5,7,1,5,1,1,2,3,3,5,4,7,3,5,1,1,2,3,1,0,2,1,43,3972,Assertive
3972,5,3,1,1,2,2,1,1,1,1,1,1,1,1,2,3,2,3,4,7,2,1,1,0,24,3973,Conservative
3973,2,3,4,5,2,2,4,7,4,7,1,1,3,5,4,7,1,1,4,7,1,0,2,1,46,3974,Assertive
3974,4,5,1,1,2,2,4,7,2,3,2,3,1,1,4,7,3,5,3,5,1,0,2,1,40,3975,Balanced
3975,1,5,3,3,1,5,4,7,4,7,3,5,2,3,1,1,3,5,1,1,1,0,1,0,42,3976,Assertive
3976,3,1,3,3,2,2,3,5,3,5,2,3,2,3,1,1,4,7,2,3,2,1,1,0,34,3977,Balanced
3977,4,5,5,7,2,2,3,5,5,9,4,7,1,1,2,3,2,3,3,5,2,1,1,0,48,3978,Assertive
3978,5,3,4,5,1,5,3,5,4,7,4,7,4,7,4,7,5,9,3,5,2,1,2,1,62,3979,Aggressive
3979,2,3,5,7,3,1,2,3,2,3,3,5,4,7,2,3,4,7,1,1,2,1,2,1,42,3980,Assertive
3980,5,3,3,3,1,5,2,3,3,5,2,3,3,5,3,5,1,1,3,5,2,1,2,1,40,3981,Balanced
3981,6,1,5,7,2,2,4,7,1,1,4,7,2,3,1,1,5,9,4,7,1,0,2,1,46,3982,Assertive
3982,1,5,3,3,2,2,3,5,4,7,4,7,1,1,1,1,5,9,4,7,1,0,2,1,48,3983,Assertive
3983,1,5,3,3,1,5,4,7,3,5,3,5,2,3,2,3,1,1,1,1,1,0,1,0,38,3984,Balanced
3984,6,1,5,7,1,5,3,5,5,9,4,7,4,7,1,1,5,9,4,7,2,1,2,1,60,3985,Aggressive
3985,1,5,2,2,3,1,1,1,5,9,3,5,1,1,2,3,1,1,3,5,1,0,1,0,33,3986,Balanced
3986,4,5,2,2,1,5,4,7,3,5,1,1,3,5,2,3,4,7,2,3,1,0,1,0,43,3987,Assertive
3987,5,3,5,7,3,1,2,3,3,5,4,7,1,1,1,1,2,3,4,7,2,1,1,0,39,3988,Balanced
3988,5,3,2,2,1,5,3,5,1,1,2,3,1,1,3,5,1,1,1,1,1,0,1,0,27,3989,Balanced
3989,4,5,4,5,3,1,1,1,4,7,1,1,2,3,4,7,3,5,1,1,2,1,1,0,37,3990,Balanced
3990,2,3,5,7,1,5,3,5,5,9,2,3,4,7,4,7,4,7,4,7,2,1,2,1,62,3991,Aggressive
3991,3,1,5,7,1,5,2,3,3,5,2,3,3,5,4,7,3,5,3,5,2,1,2,1,48,3992,Assertive
3992,5,3,2,2,3,1,1,1,1,1,1,1,4,7,1,1,1,1,4,7,1,0,2,1,26,3993,Conservative
3993,1,5,4,5,2,2,1,1,3,5,4,7,3,5,2,3,5,9,1,1,2,1,2,1,45,3994,Assertive
3994,1,5,4,5,2,2,2,3,2,3,2,3,3,5,1,1,2,3,2,3,2,1,2,1,35,3995,Balanced
3995,4,5,3,3,1,5,1,1,4,7,2,3,2,3,3,5,3,5,4,7,1,0,1,0,44,3996,Assertive
3996,3,1,4,5,2,2,1,1,4,7,4,7,2,3,4,7,4,7,4,7,2,1,1,0,48,3997,Assertive
3997,5,3,2,2,3,1,2,3,4,7,1,1,3,5,2,3,5,9,1,1,2,1,1,0,36,3998,Balanced
3998,4,5,4,5,1,5,1,1,5,9,3,5,2,3,3,5,1,1,1,1,1,0,1,0,40,3999,Balanced
3999,1,5,3,3,2,2,3,5,5,9,2,3,1,1,4,7,5,9,2,3,2,1,1,0,48,4000,Assertive
4000,3,1,3,3,1,5,1,1,1,1,1,1,4,7,4,7,1,1,4,7,1,0,1,0,34,4001,Balanced
4001,6,1,2,2,2,2,2,3,1,1,3,5,2,3,2,3,3,5,2,3,2,1,1,0,29,4002,Balanced
4002,3,1,1,1,2,2,3,5,4,7,2,3,1,1,1,1,4,7,3,5,1,0,1,0,33,4003,Balanced
4003,3,1,5,7,3,1,1,1,1,1,1,1,1,1,2,3,3,5,1,1,2,1,2,1,24,4004,Conservative
4004,5,3,4,5,2,2,2,3,4,7,1,1,1,1,2,3,1,1,4,7,2,1,2,1,35,4005,Balanced
4005,3,1,5,7,3,1,1,1,3,5,2,3,4,7,2,3,4,7,4,7,2,1,1,0,43,4006,Assertive
4006,6,1,2,2,3,1,3,5,5,9,2,3,2,3,3,5,4,7,1,1,1,0,2,1,38,4007,Balanced
4007,5,3,4,5,1,5,3,5,5,9,4,7,4,7,4,7,5,9,1,1,1,0,2,1,59,4008,Aggressive
4008,6,1,3,3,3,1,3,5,5,9,1,1,2,3,1,1,1,1,3,5,1,0,2,1,31,4009,Balanced
4009,2,3,1,1,2,2,3,5,5,9,3,5,1,1,3,5,1,1,2,3,2,1,1,0,36,4010,Balanced
4010,6,1,4,5,2,2,2,3,2,3,3,5,2,3,2,3,5,9,3,5,2,1,1,0,40,4011,Balanced
4011,1,5,5,7,2,2,2,3,2,3,3,5,1,1,3,5,4,7,4,7,1,0,2,1,46,4012,Assertive
4012,5,3,5,7,1,5,2,3,2,3,4,7,1,1,1,1,2,3,4,7,1,0,1,0,40,4013,Balanced
4013,5,3,2,2,3,1,3,5,3,5,2,3,2,3,3,5,4,7,3,5,1,0,2,1,40,4014,Balanced
4014,4,5,1,1,3,1,4,7,2,3,1,1,1,1,4,7,5,9,2,3,1,0,1,0,38,4015,Balanced
4015,3,1,3,3,1,5,3,5,5,9,1,1,1,1,4,7,5,9,3,5,1,0,2,1,47,4016,Assertive
4016,5,3,3,3,1,5,4,7,5,9,2,3,3,5,3,5,3,5,1,1,2,1,2,1,48,4017,Assertive
4017,3,1,3,3,1,5,1,1,5,9,3,5,4,7,4,7,4,7,1,1,2,1,1,0,47,4018,Assertive
4018,2,3,2,2,1,5,3,5,1,1,1,1,2,3,2,3,2,3,1,1,2,1,1,0,28,4019,Balanced
4019,6,1,5,7,3,1,3,5,3,5,4,7,4,7,4,7,3,5,2,3,2,1,1,0,49,4020,Assertive
4020,2,3,2,2,1,5,2,3,5,9,2,3,3,5,2,3,4,7,3,5,2,1,2,1,47,4021,Assertive
4021,4,5,2,2,1,5,4,7,5,9,3,5,4,7,2,3,4,7,2,3,1,0,2,1,54,4022,Aggressive
4022,6,1,4,5,1,5,4,7,5,9,1,1,2,3,4,7,2,3,2,3,2,1,1,0,45,4023,Assertive
4023,1,5,3,3,2,2,3,5,2,3,4,7,2,3,4,7,4,7,3,5,1,0,1,0,47,4024,Assertive
4024,1,5,2,2,2,2,1,1,1,1,2,3,2,3,3,5,4,7,2,3,2,1,1,0,33,4025,Balanced
4025,2,3,4,5,1,5,4,7,4,7,1,1,3,5,2,3,3,5,2,3,1,0,2,1,45,4026,Assertive
4026,2,3,4,5,1,5,3,5,4,7,1,1,4,7,2,3,5,9,3,5,2,1,2,1,52,4027,Assertive
4027,5,3,1,1,1,5,4,7,4,7,1,1,3,5,2,3,4,7,2,3,1,0,2,1,43,4028,Assertive
4028,2,3,1,1,1,5,4,7,1,1,2,3,2,3,4,7,1,1,3,5,1,0,1,0,36,4029,Balanced
4029,2,3,5,7,3,1,3,5,4,7,4,7,4,7,1,1,1,1,3,5,2,1,2,1,46,4030,Assertive
4030,4,5,1,1,1,5,4,7,1,1,2,3,1,1,4,7,5,9,3,5,2,1,1,0,45,4031,Assertive
4031,3,1,1,1,3,1,2,3,5,9,1,1,3,5,4,7,2,3,1,1,2,1,1,0,33,4032,Balanced
4032,5,3,4,5,3,1,2,3,2,3,2,3,3,5,2,3,1,1,1,1,1,0,1,0,28,4033,Balanced
4033,5,3,1,1,2,2,4,7,3,5,4,7,2,3,3,5,5,9,1,1,1,0,1,0,43,4034,Assertive
4034,4,5,4,5,3,1,2,3,5,9,2,3,2,3,3,5,5,9,1,1,2,1,2,1,46,4035,Assertive
4035,2,3,5,7,1,5,4,7,2,3,3,5,2,3,4,7,5,9,4,7,1,0,1,0,56,4036,Aggressive
4036,1,5,1,1,3,1,4,7,5,9,1,1,3,5,3,5,2,3,1,1,1,0,1,0,38,4037,Balanced
4037,4,5,3,3,2,2,2,3,3,5,2,3,4,7,3,5,5,9,3,5,2,1,1,0,48,4038,Assertive
4038,1,5,1,1,3,1,3,5,3,5,4,7,2,3,3,5,3,5,1,1,2,1,2,1,40,4039,Balanced
4039,2,3,5,7,1,5,2,3,2,3,4,7,4,7,4,7,2,3,2,3,2,1,2,1,50,4040,Assertive
4040,5,3,2,2,2,2,4,7,3,5,4,7,1,1,1,1,4,7,2,3,1,0,1,0,38,4041,Balanced
4041,3,1,4,5,3,1,3,5,1,1,2,3,3,5,1,1,5,9,3,5,1,0,1,0,36,4042,Balanced
4042,1,5,5,7,3,1,3,5,3,5,3,5,3,5,4,7,4,7,1,1,1,0,1,0,48,4043,Assertive
4043,4,5,3,3,1,5,3,5,1,1,1,1,4,7,1,1,2,3,2,3,1,0,2,1,35,4044,Balanced
4044,2,3,2,2,1,5,1,1,4,7,3,5,2,3,1,1,4,7,1,1,1,0,1,0,35,4045,Balanced
4045,4,5,4,5,2,2,1,1,1,1,4,7,2,3,1,1,4,7,4,7,2,1,2,1,41,4046,Balanced
4046,1,5,3,3,2,2,3,5,3,5,4,7,3,5,4,7,3,5,3,5,1,0,1,0,49,4047,Assertive
4047,5,3,3,3,3,1,4,7,3,5,1,1,1,1,1,1,4,7,3,5,2,1,2,1,36,4048,Balanced
4048,6,1,5,7,3,1,3,5,3,5,1,1,2,3,4,7,5,9,2,3,2,1,1,0,43,4049,Assertive
4049,4,5,2,2,1,5,4,7,3,5,3,5,3,5,3,5,2,3,3,5,1,0,1,0,47,4050,Assertive
4050,4,5,4,5,2,2,3,5,4,7,1,1,2,3,4,7,1,1,3,5,1,0,1,0,41,4051,Balanced
4051,3,1,1,1,1,5,3,5,2,3,3,5,4,7,1,1,4,7,3,5,1,0,2,1,41,4052,Balanced
4052,6,1,3,3,3,1,3,5,3,5,3,5,2,3,3,5,2,3,1,1,1,0,2,1,33,4053,Balanced
4053,1,5,4,5,3,1,2,3,4,7,3,5,3,5,3,5,2,3,1,1,2,1,1,0,41,4054,Balanced
4054,5,3,2,2,1,5,4,7,5,9,1,1,3,5,1,1,3,5,2,3,1,0,1,0,41,4055,Balanced
4055,6,1,1,1,2,2,2,3,3,5,4,7,1,1,4,7,3,5,1,1,1,0,1,0,33,4056,Balanced
4056,6,1,2,2,1,5,4,7,5,9,2,3,4,7,4,7,3,5,1,1,2,1,2,1,49,4057,Assertive
4057,3,1,1,1,3,1,2,3,2,3,3,5,2,3,4,7,2,3,2,3,2,1,2,1,32,4058,Balanced
4058,2,3,5,7,3,1,1,1,4,7,3,5,1,1,3,5,5,9,4,7,1,0,2,1,47,4059,Assertive
4059,5,3,2,2,2,2,3,5,4,7,3,5,2,3,3,5,2,3,2,3,2,1,2,1,40,4060,Balanced
4060,1,5,5,7,1,5,1,1,5,9,1,1,4,7,3,5,5,9,3,5,1,0,1,0,54,4061,Aggressive
4061,2,3,1,1,1,5,4,7,3,5,3,5,3,5,1,1,2,3,2,3,1,0,2,1,39,4062,Balanced
4062,3,1,2,2,3,1,1,1,1,1,2,3,1,1,2,3,3,5,4,7,1,0,2,1,26,4063,Conservative
4063,6,1,5,7,1,5,3,5,2,3,3,5,4,7,1,1,2,3,1,1,1,0,1,0,38,4064,Balanced
4064,3,1,2,2,3,1,2,3,2,3,2,3,2,3,4,7,1,1,1,1,1,0,1,0,25,4065,Conservative
4065,1,5,5,7,3,1,4,7,4,7,1,1,2,3,3,5,5,9,2,3,1,0,1,0,48,4066,Assertive
4066,3,1,5,7,3,1,4,7,4,7,1,1,2,3,3,5,5,9,4,7,2,1,2,1,50,4067,Assertive
4067,3,1,2,2,1,5,4,7,1,1,2,3,2,3,4,7,5,9,3,5,1,0,1,0,43,4068,Assertive
4068,3,1,4,5,2,2,1,1,4,7,3,5,3,5,4,7,5,9,2,3,1,0,1,0,45,4069,Assertive
4069,4,5,2,2,3,1,1,1,1,1,3,5,4,7,1,1,1,1,1,1,1,0,2,1,26,4070,Conservative
4070,3,1,2,2,3,1,4,7,4,7,4,7,1,1,2,3,1,1,4,7,2,1,1,0,38,4071,Balanced
4071,4,5,3,3,3,1,3,5,3,5,1,1,2,3,4,7,5,9,4,7,1,0,2,1,47,4072,Assertive
4072,1,5,5,7,3,1,2,3,3,5,4,7,4,7,2,3,3,5,3,5,1,0,2,1,49,4073,Assertive
4073,2,3,3,3,2,2,2,3,5,9,1,1,3,5,2,3,2,3,1,1,1,0,1,0,33,4074,Balanced
4074,2,3,4,5,1,5,1,1,5,9,4,7,3,5,4,7,5,9,1,1,2,1,2,1,54,4075,Aggressive
4075,3,1,2,2,3,1,4,7,3,5,3,5,1,1,2,3,3,5,2,3,2,1,1,0,34,4076,Balanced
4076,1,5,1,1,2,2,4,7,3,5,1,1,1,1,3,5,2,3,2,3,2,1,1,0,34,4077,Balanced
4077,2,3,5,7,1,5,1,1,1,1,4,7,3,5,3,5,5,9,4,7,2,1,2,1,52,4078,Assertive
4078,4,5,2,2,3,1,1,1,2,3,1,1,1,1,1,1,1,1,3,5,1,0,1,0,21,4079,Conservative
4079,1,5,2,2,1,5,1,1,2,3,3,5,1,1,2,3,5,9,1,1,1,0,2,1,36,4080,Balanced
4080,1,5,2,2,2,2,1,1,1,1,1,1,2,3,2,3,2,3,3,5,1,0,1,0,26,4081,Conservative
4081,4,5,4,5,3,1,2,3,5,9,3,5,2,3,3,5,1,1,4,7,1,0,1,0,44,4082,Assertive
4082,6,1,1,1,2,2,2,3,1,1,4,7,3,5,3,5,4,7,2,3,1,0,2,1,36,4083,Balanced
4083,1,5,1,1,3,1,4,7,1,1,3,5,4,7,1,1,4,7,2,3,1,0,2,1,39,4084,Balanced
4084,4,5,5,7,1,5,2,3,3,5,4,7,4,7,2,3,2,3,4,7,1,0,1,0,52,4085,Assertive
4085,3,1,4,5,3,1,3,5,2,3,1,1,4,7,2,3,3,5,3,5,1,0,2,1,37,4086,Balanced
4086,5,3,3,3,1,5,1,1,1,1,2,3,3,5,2,3,4,7,4,7,2,1,2,1,40,4087,Balanced
4087,3,1,2,2,2,2,2,3,1,1,1,1,3,5,3,5,5,9,4,7,1,0,1,0,36,4088,Balanced
4088,5,3,5,7,2,2,4,7,4,7,4,7,2,3,4,7,5,9,2,3,2,1,1,0,56,4089,Aggressive
4089,2,3,3,3,1,5,2,3,2,3,2,3,2,3,3,5,5,9,3,5,2,1,1,0,43,4090,Assertive
4090,6,1,5,7,1,5,1,1,2,3,3,5,1,1,1,1,5,9,1,1,1,0,2,1,35,4091,Balanced
4091,5,3,3,3,3,1,4,7,3,5,4,7,1,1,3,5,1,1,1,1,2,1,2,1,36,4092,Balanced
4092,4,5,4,5,2,2,4,7,2,3,4,7,2,3,4,7,1,1,3,5,2,1,2,1,47,4093,Assertive
4093,5,3,5,7,1,5,4,7,4,7,4,7,1,1,4,7,5,9,2,3,1,0,1,0,56,4094,Aggressive
4094,4,5,2,2,3,1,4,7,3,5,2,3,2,3,3,5,2,3,4,7,2,1,2,1,43,4095,Assertive
4095,1,5,5,7,3,1,3,5,4,7,4,7,1,1,3,5,2,3,1,1,2,1,2,1,44,4096,Assertive
4096,2,3,2,2,3,1,4,7,5,9,4,7,2,3,3,5,4,7,4,7,1,0,1,0,51,4097,Assertive
4097,1,5,5,7,3,1,2,3,1,1,2,3,1,1,3,5,2,3,3,5,1,0,1,0,34,4098,Balanced
4098,5,3,1,1,3,1,4,7,5,9,3,5,4,7,4,7,3,5,2,3,2,1,1,0,49,4099,Assertive
4099,5,3,2,2,3,1,3,5,5,9,4,7,3,5,2,3,5,9,1,1,2,1,1,0,46,4100,Assertive
4100,4,5,1,1,3,1,1,1,2,3,2,3,4,7,2,3,3,5,2,3,1,0,1,0,32,4101,Balanced
4101,3,1,2,2,1,5,4,7,3,5,1,1,1,1,4,7,5,9,1,1,1,0,2,1,40,4102,Balanced
4102,6,1,4,5,3,1,3,5,4,7,1,1,3,5,3,5,1,1,2,3,2,1,2,1,36,4103,Balanced
4103,2,3,3,3,1,5,2,3,2,3,3,5,4,7,4,7,2,3,2,3,1,0,1,0,42,4104,Assertive
4104,6,1,3,3,3,1,3,5,2,3,3,5,4,7,2,3,4,7,3,5,1,0,1,0,40,4105,Balanced
4105,1,5,5,7,1,5,3,5,3,5,2,3,3,5,3,5,1,1,1,1,2,1,1,0,43,4106,Assertive
4106,4,5,5,7,1,5,3,5,2,3,2,3,2,3,2,3,2,3,4,7,2,1,1,0,45,4107,Assertive
4107,4,5,1,1,1,5,1,1,1,1,3,5,4,7,2,3,5,9,3,5,1,0,1,0,42,4108,Assertive
4108,5,3,4,5,2,2,3,5,2,3,1,1,2,3,3,5,4,7,3,5,1,0,1,0,39,4109,Balanced
4109,4,5,5,7,1,5,1,1,4,7,4,7,2,3,4,7,3,5,1,1,2,1,1,0,49,4110,Assertive
4110,2,3,4,5,2,2,3,5,4,7,2,3,4,7,1,1,3,5,3,5,1,0,1,0,43,4111,Assertive
4111,1,5,2,2,2,2,2,3,4,7,1,1,3,5,4,7,1,1,3,5,1,0,1,0,38,4112,Balanced
4112,2,3,4,5,3,1,2,3,2,3,3,5,2,3,2,3,3,5,3,5,2,1,1,0,37,4113,Balanced
4113,6,1,4,5,3,1,4,7,3,5,1,1,3,5,3,5,5,9,2,3,2,1,1,0,43,4114,Assertive
4114,6,1,3,3,3,1,4,7,4,7,4,7,1,1,2,3,2,3,3,5,2,1,2,1,40,4115,Balanced
4115,5,3,1,1,2,2,4,7,4,7,1,1,4,7,4,7,5,9,1,1,2,1,2,1,47,4116,Assertive
4116,5,3,1,1,3,1,4,7,2,3,1,1,3,5,3,5,5,9,4,7,1,0,1,0,42,4117,Assertive
4117,2,3,5,7,1,5,4,7,5,9,4,7,3,5,4,7,4,7,4,7,1,0,2,1,65,4118,Aggressive
4118,5,3,1,1,1,5,2,3,4,7,4,7,4,7,3,5,1,1,1,1,1,0,1,0,40,4119,Balanced
4119,1,5,4,5,3,1,4,7,5,9,4,7,4,7,1,1,5,9,3,5,2,1,2,1,58,4120,Aggressive
4120,4,5,1,1,3,1,3,5,2,3,3,5,3,5,3,5,2,3,4,7,2,1,1,0,41,4121,Balanced
4121,5,3,3,3,2,2,4,7,1,1,4,7,1,1,2,3,3,5,3,5,2,1,1,0,38,4122,Balanced
4122,6,1,4,5,1,5,4,7,3,5,2,3,1,1,4,7,4,7,3,5,2,1,1,0,47,4123,Assertive
4123,3,1,3,3,3,1,1,1,5,9,1,1,2,3,1,1,4,7,4,7,2,1,2,1,36,4124,Balanced
4124,6,1,3,3,1,5,3,5,1,1,3,5,1,1,3,5,1,1,3,5,1,0,2,1,33,4125,Balanced
4125,5,3,5,7,2,2,3,5,4,7,1,1,1,1,2,3,2,3,2,3,1,0,1,0,35,4126,Balanced
4126,5,3,1,1,2,2,4,7,1,1,3,5,2,3,1,1,3,5,2,3,2,1,2,1,33,4127,Balanced
4127,1,5,4,5,1,5,4,7,1,1,4,7,1,1,1,1,3,5,4,7,2,1,1,0,45,4128,Assertive
4128,1,5,5,7,3,1,2,3,4,7,2,3,4,7,1,1,2,3,2,3,2,1,2,1,42,4129,Assertive
4129,4,5,2,2,2,2,2,3,1,1,1,1,3,5,2,3,1,1,1,1,2,1,1,0,25,4130,Conservative
4130,1,5,5,7,1,5,3,5,1,1,3,5,2,3,2,3,5,9,1,1,2,1,2,1,46,4131,Assertive
4131,6,1,2,2,3,1,2,3,4,7,4,7,2,3,2,3,1,1,2,3,1,0,1,0,31,4132,Balanced
4132,6,1,1,1,1,5,1,1,2,3,2,3,1,1,4,7,1,1,1,1,2,1,2,1,26,4133,Conservative
4133,3,1,4,5,1,5,2,3,1,1,2,3,2,3,1,1,3,5,1,1,2,1,2,1,30,4134,Balanced
4134,5,3,3,3,2,2,1,1,3,5,3,5,2,3,3,5,3,5,2,3,1,0,2,1,36,4135,Balanced
4135,2,3,4,5,1,5,2,3,2,3,3,5,1,1,2,3,4,7,3,5,1,0,1,0,40,4136,Balanced
4136,4,5,1,1,2,2,3,5,1,1,1,1,3,5,4,7,5,9,1,1,2,1,2,1,39,4137,Balanced
4137,4,5,1,1,1,5,4,7,3,5,2,3,3,5,4,7,3,5,4,7,1,0,1,0,50,4138,Assertive
4138,1,5,3,3,3,1,2,3,3,5,4,7,3,5,4,7,3,5,4,7,1,0,2,1,49,4139,Assertive
4139,1,5,2,2,1,5,2,3,3,5,4,7,1,1,1,1,2,3,1,1,1,0,2,1,34,4140,Balanced
4140,4,5,5,7,2,2,1,1,4,7,4,7,1,1,2,3,1,1,2,3,1,0,2,1,38,4141,Balanced
4141,4,5,4,5,1,5,2,3,1,1,1,1,2,3,2,3,5,9,3,5,2,1,2,1,42,4142,Assertive
4142,1,5,3,3,3,1,2,3,5,9,4,7,4,7,2,3,4,7,4,7,1,0,1,0,52,4143,Assertive
4143,3,1,3,3,2,2,3,5,3,5,4,7,3,5,3,5,4,7,3,5,2,1,2,1,47,4144,Assertive
4144,4,5,5,7,1,5,2,3,5,9,2,3,3,5,2,3,2,3,1,1,1,0,2,1,45,4145,Assertive
4145,5,3,4,5,3,1,2,3,2,3,1,1,1,1,4,7,1,1,1,1,2,1,2,1,28,4146,Balanced
4146,5,3,3,3,2,2,1,1,3,5,1,1,2,3,4,7,3,5,3,5,1,0,1,0,35,4147,Balanced
4147,2,3,3,3,2,2,1,1,1,1,4,7,1,1,2,3,1,1,4,7,2,1,1,0,30,4148,Balanced
4148,4,5,4,5,3,1,1,1,5,9,4,7,3,5,1,1,3,5,1,1,1,0,2,1,41,4149,Balanced
4149,6,1,5,7,3,1,3,5,5,9,2,3,1,1,4,7,2,3,4,7,1,0,2,1,45,4150,Assertive
4150,3,1,2,2,3,1,2,3,3,5,2,3,1,1,4,7,3,5,1,1,2,1,2,1,31,4151,Balanced
4151,5,3,3,3,2,2,4,7,1,1,2,3,3,5,3,5,2,3,3,5,2,1,2,1,39,4152,Balanced
4152,1,5,2,2,1,5,4,7,2,3,4,7,3,5,1,1,2,3,4,7,1,0,2,1,46,4153,Assertive
4153,3,1,2,2,3,1,3,5,4,7,3,5,1,1,3,5,2,3,2,3,2,1,1,0,34,4154,Balanced
4154,4,5,5,7,2,2,4,7,1,1,4,7,2,3,4,7,1,1,4,7,1,0,1,0,47,4155,Assertive
4155,5,3,4,5,1,5,2,3,5,9,1,1,4,7,3,5,1,1,4,7,2,1,1,0,47,4156,Assertive
4156,6,1,1,1,3,1,1,1,2,3,2,3,1,1,1,1,3,5,1,1,2,1,1,0,19,4157,Conservative
