,nature,outlier,stocks
4313,Balanced,"[11, 43, 13, 39]","[51, 36, 29, 42, 34, 35, 50, 28, 17, 11, 54, 18, 24, 52, 43, 20, 13, 39, 45, 21, 30, 16]"
4314,Assertive,"[49, 43, 23, 37, 13, 27]","[49, 33, 43, 23, 25, 30, 37, 22, 29, 38, 13, 24, 15, 27, 26, 28]"
4315,Balanced,[],"[35, 19, 49, 29, 45, 7, 32, 48, 27, 25]"
4316,Assertive,"[23, 41, 12, 46]","[23, 14, 50, 41, 26, 12, 46, 20, 29, 48, 28, 22, 33, 16, 15]"
4317,Assertive,"[46, 49, 32, 37, 27, 39]","[46, 42, 33, 49, 34, 32, 37, 29, 31, 52, 14, 27, 39, 19]"
4318,Balanced,"[31, 43, 33, 55]","[31, 43, 22, 36, 26, 7, 44, 33, 17, 41, 35, 15, 25, 21, 27, 55, 16, 46, 24, 42, 18]"
4319,Balanced,"[37, 31]","[53, 47, 38, 29, 23, 44, 52, 22, 42, 28, 25, 37, 35, 15, 31, 12, 30]"
4320,Balanced,"[33, 55, 6, 31, 13]","[30, 44, 20, 33, 27, 32, 40, 51, 10, 42, 55, 6, 49, 34, 12, 31, 16, 25, 18, 13, 26]"
4321,Balanced,[33],"[34, 18, 30, 32, 4, 26, 46, 45, 33, 15, 29, 54, 51, 57, 35, 25, 56, 36]"
4322,Balanced,"[43, 39, 37, 33]","[7, 43, 27, 23, 59, 30, 39, 35, 21, 42, 22, 37, 46, 20, 19, 45, 33, 17]"
4323,Balanced,[],"[15, 58, 26, 38, 34, 25, 49, 44, 30, 29, 46, 16, 36, 45, 28]"
4324,Assertive,"[49, 27, 37]","[6, 15, 25, 17, 34, 30, 28, 50, 49, 27, 37, 40, 35, 14]"
4325,Aggressive,"[23, 30, 24, 32, 41, 34, 48, 27]","[55, 23, 35, 30, 42, 20, 24, 32, 40, 41, 34, 21, 39, 17, 48, 38, 31, 29, 27, 22, 52, 26]"
4326,Assertive,"[27, 23, 9, 46]","[29, 27, 45, 23, 36, 21, 24, 54, 30, 25, 9, 40, 47, 33, 22, 46, 52, 44, 26]"
4327,Assertive,"[13, 27, 46, 39]","[29, 22, 42, 36, 50, 13, 47, 53, 21, 55, 27, 35, 31, 19, 46, 24, 45, 28, 39, 38, 26]"
4328,Assertive,"[43, 27, 46]","[22, 56, 47, 45, 14, 43, 28, 31, 27, 38, 46, 36, 15, 33]"
4329,Assertive,[32],"[33, 42, 29, 30, 44, 48, 31, 25, 32, 40, 50, 16, 14]"
4330,Aggressive,"[46, 27, 19, 32, 7, 30]","[47, 20, 52, 31, 46, 53, 27, 19, 32, 7, 43, 22, 30]"
4331,Balanced,[31],"[31, 46, 12, 19, 47, 23, 40, 32, 24, 36, 51, 25, 48, 41, 28, 29]"
4332,Balanced,"[31, 37, 33, 43, 13]","[47, 31, 35, 17, 12, 37, 27, 7, 30, 33, 34, 43, 25, 32, 49, 22, 40, 29, 13, 51]"
4333,Balanced,"[31, 33]","[31, 35, 26, 59, 44, 29, 57, 9, 34, 49, 33, 24, 19, 32, 40]"
4334,Assertive,"[27, 41, 39, 46]","[27, 17, 18, 26, 29, 41, 36, 39, 22, 52, 46, 38]"
4335,Assertive,"[43, 41, 27, 46]","[26, 36, 43, 31, 29, 22, 38, 34, 16, 41, 35, 28, 27, 7, 46, 47, 33, 44]"
4336,Balanced,"[55, 39, 31, 33, 37]","[27, 55, 39, 48, 31, 24, 33, 23, 35, 19, 46, 47, 37, 25, 17]"
4337,Balanced,"[39, 43]","[21, 17, 29, 44, 53, 38, 39, 36, 43, 35, 42, 30, 56, 40, 23, 16, 41, 15, 46, 22, 7, 47]"
4338,Balanced,[31],"[47, 53, 24, 28, 19, 29, 46, 40, 45, 30, 31, 49, 8, 38, 26, 41]"
4339,Assertive,"[11, 49, 41, 32]","[21, 38, 36, 4, 50, 29, 11, 16, 47, 49, 22, 41, 32, 24, 34, 25, 42]"
4340,Conservative,"[29, 40, 22, 42, 13, 26, 44, 31]","[29, 49, 32, 12, 16, 40, 8, 51, 27, 22, 42, 10, 13, 26, 24, 44, 34, 31]"
4341,Balanced,"[31, 43, 37]","[40, 26, 20, 21, 44, 14, 35, 31, 34, 36, 24, 32, 43, 28, 29, 37, 30, 27, 47]"
4342,Assertive,"[39, 37, 32, 43]","[34, 39, 50, 16, 37, 25, 33, 32, 19, 43, 58, 42, 47, 14, 26, 44, 20]"
4343,Assertive,"[46, 43, 49, 11]","[19, 25, 46, 16, 34, 31, 30, 24, 38, 26, 44, 40, 15, 43, 49, 11]"
4344,Balanced,"[11, 33, 55, 43]","[25, 35, 11, 28, 22, 24, 16, 33, 36, 59, 55, 38, 43]"
4345,Balanced,"[37, 11]","[18, 27, 22, 36, 49, 37, 30, 34, 11, 48, 38, 41, 20, 9, 40, 21, 25]"
4346,Balanced,"[55, 31, 39, 11]","[28, 55, 38, 31, 21, 17, 39, 56, 24, 40, 11, 34, 15, 19]"
4347,Balanced,"[33, 43, 55, 39]","[7, 23, 22, 15, 24, 30, 33, 41, 43, 55, 29, 5, 39, 45, 51, 32, 44]"
4348,Assertive,"[27, 49]","[24, 18, 29, 35, 54, 27, 34, 15, 16, 44, 21, 47, 36, 56, 42, 20, 14, 30, 49, 58]"
4349,Assertive,"[23, 32, 13, 41]","[24, 18, 22, 26, 33, 23, 21, 59, 16, 52, 38, 53, 32, 28, 13, 14, 25, 41, 20, 31, 35, 50]"
4350,Balanced,"[33, 13, 39, 31]","[33, 28, 46, 29, 24, 13, 38, 32, 39, 35, 34, 36, 27, 31, 44]"
4351,Balanced,"[37, 13]","[12, 24, 15, 34, 37, 52, 42, 13, 35]"
4352,Assertive,"[27, 41, 49]","[14, 27, 36, 34, 45, 41, 19, 59, 48, 38, 24, 29, 51, 49, 57, 7]"
4353,Assertive,"[39, 37, 23, 43, 11, 46]","[39, 37, 15, 23, 21, 26, 24, 43, 33, 25, 11, 28, 40, 46, 42]"
4354,Balanced,"[11, 39, 33, 37]","[11, 46, 15, 23, 17, 21, 36, 44, 39, 16, 26, 33, 30, 20, 25, 47, 32, 37, 54, 42, 24, 27]"
4355,Balanced,[33],"[26, 23, 21, 32, 33, 36, 20, 50, 40, 52, 29, 28, 22, 42]"
4356,Balanced,"[13, 33, 39, 37, 31]","[19, 48, 28, 12, 34, 23, 13, 20, 14, 33, 39, 26, 49, 37, 31, 17, 54, 32, 56, 8, 52, 27, 59]"
4357,Balanced,"[13, 33, 6, 39, 43]","[26, 46, 13, 29, 48, 33, 40, 24, 19, 6, 50, 17, 14, 23, 25, 39, 30, 36, 34, 47, 43, 28, 12]"
4358,Assertive,"[43, 23, 39, 13, 46, 41]","[16, 33, 18, 42, 44, 43, 30, 48, 23, 24, 39, 13, 22, 52, 51, 46, 41]"
4359,Assertive,"[12, 39, 27]","[12, 21, 25, 14, 40, 28, 52, 20, 16, 36, 26, 29, 39, 27]"
4360,Assertive,"[11, 32]","[28, 11, 32, 21, 45, 31, 24, 33, 35, 52]"
4361,Balanced,"[43, 33, 11]","[45, 41, 20, 29, 43, 25, 23, 33, 34, 42, 35, 52, 27, 44, 11]"
4362,Balanced,"[31, 11, 55, 33, 60]","[31, 11, 55, 33, 24, 41, 21, 42, 49, 18, 22, 57, 60]"
4363,Balanced,"[39, 33]","[48, 53, 39, 15, 34, 54, 33, 24, 36, 26, 45, 23, 10, 18, 46, 25, 38, 32]"
4364,Assertive,"[32, 39, 23]","[29, 40, 24, 42, 22, 32, 39, 20, 47, 48, 16, 34, 18, 14, 31, 26, 15, 23, 28, 35]"
4365,Balanced,"[39, 43, 31]","[23, 30, 32, 39, 27, 48, 20, 45, 43, 47, 46, 38, 29, 31, 36, 34, 9, 18]"
4366,Assertive,"[10, 43]","[19, 58, 26, 50, 38, 29, 14, 40, 28, 30, 59, 10, 55, 43, 34, 33, 56]"
4367,Assertive,"[39, 13, 23, 12]","[29, 45, 51, 39, 13, 26, 24, 25, 15, 36, 22, 34, 38, 44, 54, 23, 12]"
4368,Assertive,"[41, 12, 43, 37, 23, 39]","[41, 12, 29, 35, 47, 43, 37, 38, 53, 40, 52, 23, 30, 39, 14, 44]"
4369,Balanced,"[31, 33, 11]","[16, 10, 31, 32, 33, 28, 50, 47, 54, 45, 23, 38, 17, 53, 18, 20, 11, 46, 24]"
4370,Balanced,[31],"[31, 26, 32, 36, 25, 34, 19, 27, 52, 40, 46, 16, 54, 29, 58]"
4371,Assertive,"[27, 23, 11]","[35, 29, 33, 48, 47, 27, 30, 7, 50, 42, 20, 18, 52, 25, 23, 59, 11, 36, 19]"
4372,Balanced,"[31, 37]","[48, 40, 10, 31, 41, 44, 38, 50, 30, 26, 27, 22, 46, 32, 29, 24, 23, 37]"
4373,Aggressive,"[32, 19, 27, 46, 45]","[32, 21, 47, 19, 40, 58, 27, 31, 26, 42, 46, 29, 53, 44, 45, 13]"
4374,Balanced,[11],"[21, 11, 10, 22, 56, 35, 40, 8, 27, 46, 30, 53, 34, 52, 19, 44, 42, 20, 32, 38, 18]"
4375,Assertive,"[39, 27, 23, 32]","[50, 39, 15, 14, 27, 23, 33, 18, 32, 36, 45]"
4376,Assertive,[11],"[47, 16, 17, 22, 36, 11, 52, 26]"
4377,Balanced,"[33, 31, 43, 39]","[48, 34, 26, 52, 15, 33, 8, 31, 43, 35, 39, 32]"
4378,Assertive,"[37, 13, 41, 32, 46, 11, 10]","[37, 13, 41, 36, 18, 32, 46, 35, 11, 10, 30, 24]"
4379,Balanced,"[33, 6]","[28, 21, 33, 30, 32, 22, 20, 42, 46, 6, 36, 27, 25, 38, 35, 41]"
4380,Assertive,"[27, 46, 32, 41, 23]","[27, 35, 46, 40, 32, 30, 25, 50, 29, 28, 18, 31, 17, 41, 33, 23]"
4381,Assertive,"[13, 39, 27, 32, 41, 23, 12]","[38, 13, 39, 48, 28, 34, 27, 30, 32, 36, 44, 16, 41, 17, 23, 24, 21, 20, 33, 12, 31]"
4382,Assertive,"[49, 13, 41, 39, 46]","[49, 19, 24, 13, 36, 40, 41, 39, 22, 25, 44, 33, 54, 46, 29]"
4383,Assertive,"[39, 12, 41, 43, 37, 46, 23, 27]","[50, 39, 12, 28, 14, 41, 24, 18, 43, 37, 38, 30, 46, 52, 23, 27, 29]"
4384,Balanced,"[39, 43]","[39, 35, 48, 5, 38, 26, 43, 18, 19, 49, 44, 34, 23, 15, 32, 42, 20]"
4385,Balanced,"[43, 37, 39, 60]","[10, 24, 48, 21, 29, 32, 50, 35, 34, 38, 43, 42, 25, 37, 26, 12, 39, 60]"
4386,Balanced,"[55, 37, 39, 43]","[55, 36, 18, 17, 44, 48, 42, 52, 12, 35, 16, 21, 37, 29, 27, 28, 39, 43]"
4387,Assertive,"[32, 37]","[22, 20, 45, 26, 34, 36, 32, 51, 28, 37, 14, 38, 33, 44, 24, 18, 25]"
4388,Balanced,"[55, 37, 43]","[30, 55, 49, 48, 37, 27, 43, 38, 28, 46, 34, 25, 35, 21, 12, 44]"
4389,Assertive,[41],"[19, 24, 16, 33, 20, 22, 29, 4, 52, 28, 38, 41, 30, 42]"
4390,Balanced,"[33, 43]","[8, 18, 34, 33, 49, 22, 19, 16, 9, 40, 14, 43, 25, 28, 41, 24]"
4391,Assertive,"[41, 49, 12, 32, 27, 37, 43]","[41, 35, 36, 42, 31, 29, 28, 21, 49, 52, 12, 32, 40, 27, 37, 43, 47]"
4392,Assertive,"[41, 37, 27, 12, 23, 39]","[34, 41, 54, 37, 21, 25, 45, 27, 12, 31, 26, 35, 20, 47, 23, 19, 50, 39, 42]"
4393,Assertive,"[39, 27, 12, 37, 23]","[39, 19, 16, 26, 20, 27, 40, 35, 38, 15, 22, 12, 34, 37, 23, 33, 29]"
4394,Aggressive,"[18, 12, 30, 27, 34, 56]","[29, 43, 31, 25, 18, 12, 13, 30, 38, 27, 34, 56]"
4395,Assertive,"[32, 49, 37, 11]","[44, 21, 28, 47, 19, 33, 8, 32, 49, 37, 30, 48, 36, 53, 11]"
4396,Aggressive,"[24, 34, 30, 48, 10, 28, 27, 19]","[24, 34, 40, 35, 37, 30, 48, 11, 26, 14, 10, 28, 20, 27, 38, 59, 19]"
4397,Assertive,"[32, 13, 49, 27, 39, 23]","[51, 24, 32, 44, 13, 36, 18, 15, 29, 34, 26, 49, 27, 35, 33, 39, 30, 55, 58, 5, 38, 23]"
4398,Balanced,"[31, 37, 6, 33]","[42, 31, 32, 37, 27, 48, 38, 21, 24, 50, 6, 4, 29, 33, 30, 25, 10, 16, 19]"
4399,Assertive,"[12, 43, 32]","[28, 12, 43, 26, 29, 14, 20, 22, 34, 16, 25, 35, 32, 40]"
4400,Balanced,[37],"[20, 29, 44, 42, 24, 40, 36, 30, 16, 37, 53, 10, 27, 23]"
4401,Balanced,"[33, 31]","[29, 52, 44, 17, 14, 33, 47, 31, 42, 32, 49]"
4402,Balanced,"[37, 31, 60, 39, 33]","[37, 31, 22, 23, 25, 28, 34, 53, 60, 38, 21, 45, 39, 33, 19]"
4403,Assertive,"[46, 39, 23, 32, 41, 43]","[40, 35, 46, 39, 30, 22, 23, 33, 32, 41, 43, 6, 26, 25, 34]"
4404,Balanced,"[33, 11, 31]","[33, 40, 38, 11, 34, 26, 35, 22, 36, 27, 18, 56, 52, 24, 28, 45, 31, 53]"
4405,Balanced,"[39, 13, 31]","[45, 36, 41, 19, 30, 44, 39, 17, 23, 7, 13, 51, 35, 15, 42, 34, 16, 21, 31, 28]"
4406,Balanced,"[13, 39, 6]","[24, 13, 47, 28, 26, 15, 30, 18, 38, 39, 21, 6, 34, 12]"
4407,Balanced,"[37, 11, 39, 33]","[37, 34, 23, 36, 11, 22, 27, 39, 33, 53, 25, 48, 19, 52]"
4408,Balanced,"[31, 33]","[23, 31, 42, 48, 30, 16, 51, 33, 25, 28, 38]"
4409,Balanced,"[31, 55, 33]","[31, 55, 34, 30, 32, 41, 20, 10, 28, 36, 24, 45, 8, 53, 40, 9, 33]"
4410,Assertive,"[23, 49, 37, 13]","[52, 38, 23, 20, 14, 49, 35, 28, 36, 29, 37, 13, 19, 18, 34]"
4411,Aggressive,"[28, 49, 19, 56, 36]","[28, 35, 38, 49, 53, 29, 57, 11, 21, 19, 56, 33, 31, 36, 42, 40, 20]"
4412,Assertive,"[41, 11, 32, 43, 12, 39]","[52, 54, 41, 18, 11, 32, 43, 25, 12, 28, 39, 47, 45, 34, 42, 7]"
4413,Balanced,"[33, 39, 37]","[48, 33, 25, 19, 30, 7, 10, 39, 21, 51, 27, 12, 40, 34, 22, 37, 32, 24, 20]"
4414,Assertive,"[39, 46, 27, 11, 37, 32]","[39, 40, 42, 28, 20, 53, 51, 31, 46, 15, 27, 18, 34, 11, 37, 32]"
4415,Balanced,[37],"[10, 41, 37, 28, 26, 50, 14, 46, 29, 25, 27, 44, 32, 20, 48]"
4416,Assertive,"[13, 27, 41, 23]","[38, 13, 36, 27, 26, 31, 41, 23, 24, 15, 30, 53, 45, 55, 51, 35, 25, 57, 42]"
4417,Balanced,"[13, 31, 39]","[20, 32, 13, 24, 21, 31, 58, 29, 23, 41, 39, 25, 54, 42, 48]"
4418,Balanced,"[39, 33, 11, 31]","[39, 36, 58, 22, 19, 33, 25, 24, 29, 27, 44, 32, 49, 30, 52, 11, 31, 34, 42, 23]"
4419,Balanced,"[37, 33]","[45, 26, 35, 53, 37, 22, 33, 32, 49, 41, 16, 50, 25, 24]"
4420,Balanced,"[43, 37, 33]","[40, 43, 30, 44, 27, 53, 16, 29, 26, 14, 46, 37, 33]"
4421,Balanced,[],"[42, 24, 32, 17, 38, 41, 59, 46, 18, 12, 25, 29, 47, 27]"
4422,Conservative,"[37, 38, 14, 33, 13, 43, 35, 25, 42, 26]","[32, 28, 37, 38, 14, 33, 13, 16, 43, 35, 45, 18, 25, 42, 26]"
4423,Assertive,"[46, 39]","[14, 26, 33, 24, 46, 56, 38, 25, 44, 39, 34, 15, 21, 50]"
4424,Balanced,"[6, 60, 39]","[18, 20, 22, 25, 34, 6, 36, 7, 44, 60, 35, 50, 23, 32, 27, 24, 39, 29]"
4425,Balanced,[13],"[23, 26, 24, 9, 28, 32, 13, 54, 29, 45, 36, 34, 19, 15, 20, 59, 56]"
4426,Assertive,"[9, 32, 49, 11, 23, 46, 27, 12]","[9, 42, 32, 47, 38, 49, 14, 31, 11, 23, 46, 27, 12, 26, 35]"
4427,Balanced,"[31, 13, 37]","[25, 38, 18, 30, 34, 12, 31, 24, 29, 19, 50, 35, 42, 13, 37]"
4428,Balanced,"[33, 31, 11, 43]","[27, 23, 33, 14, 34, 31, 11, 24, 45, 29, 28, 19, 10, 56, 25, 51, 43]"
4429,Assertive,"[37, 32, 23, 13]","[37, 32, 29, 6, 35, 23, 17, 57, 18, 25, 30, 13, 34, 40]"
4430,Assertive,"[11, 49, 23, 13, 9, 10, 60, 27, 39]","[53, 45, 28, 11, 33, 22, 49, 21, 38, 23, 51, 52, 13, 9, 10, 47, 25, 60, 29, 27, 30, 35, 39, 18]"
4431,Balanced,"[31, 33]","[28, 31, 21, 36, 27, 30, 38, 53, 47, 35, 33, 46, 49, 22, 25, 15]"
4432,Balanced,"[31, 37, 55]","[46, 31, 54, 40, 20, 37, 18, 50, 10, 47, 30, 25, 55, 19, 35]"
4433,Assertive,"[43, 37]","[31, 33, 43, 29, 40, 24, 37, 56, 44, 21, 34, 15, 30, 22]"
4434,Balanced,"[31, 37, 11]","[17, 31, 12, 24, 26, 19, 37, 29, 34, 18, 11, 28, 32, 20, 35, 44, 14, 30]"
4435,Assertive,"[49, 37, 39, 12, 43, 10]","[20, 42, 44, 49, 47, 37, 58, 36, 48, 39, 12, 38, 43, 10, 18]"
4436,Assertive,"[39, 23, 27, 43]","[39, 45, 23, 42, 31, 33, 18, 27, 29, 38, 44, 43, 34]"
4437,Balanced,"[33, 31, 39, 37]","[22, 27, 29, 26, 33, 35, 23, 32, 51, 48, 41, 57, 31, 46, 39, 30, 20, 37, 21, 49]"
4438,Balanced,"[33, 43, 37]","[22, 40, 32, 46, 33, 43, 16, 27, 26, 38, 28, 34, 35, 42, 21, 37, 47]"
4439,Assertive,"[27, 41]","[42, 27, 44, 36, 16, 35, 45, 25, 30, 41, 19, 18]"
4440,Balanced,"[6, 31]","[27, 45, 40, 17, 21, 32, 36, 34, 29, 26, 6, 54, 56, 30, 31]"
4441,Balanced,"[13, 43, 37]","[13, 43, 20, 48, 38, 32, 26, 37, 34, 24, 29, 27, 58]"
4442,Aggressive,"[34, 27, 30, 18, 48]","[34, 27, 30, 18, 33, 15, 31, 47, 25, 5, 29, 13, 20, 48]"
4443,Balanced,"[31, 37]","[28, 42, 47, 31, 21, 29, 54, 53, 17, 18, 52, 37, 32, 26, 27, 36, 56]"
4444,Balanced,"[37, 31, 11, 33]","[35, 37, 5, 26, 32, 31, 36, 19, 34, 51, 11, 18, 30, 41, 10, 33, 21]"
4445,Assertive,"[46, 13, 37, 32, 27, 10, 41, 43]","[46, 13, 37, 50, 32, 29, 18, 24, 34, 40, 36, 51, 27, 10, 41, 35, 25, 20, 47, 30, 43]"
4446,Balanced,"[39, 13, 31]","[41, 32, 28, 51, 22, 21, 39, 16, 13, 36, 31]"
4447,Balanced,[13],"[49, 13, 12, 38, 26, 16, 19, 25, 14, 30, 48, 22, 53, 42, 36, 40, 8]"
4448,Assertive,"[49, 39]","[15, 49, 40, 38, 18, 28, 35, 36, 39, 8, 25, 48, 53, 21]"
4449,Balanced,"[31, 33, 37, 39]","[31, 42, 48, 32, 34, 33, 44, 37, 45, 35, 49, 38, 28, 27, 39]"
4450,Balanced,[33],"[8, 35, 29, 24, 27, 18, 48, 33, 19, 28, 17, 30, 41, 36]"
4451,Balanced,"[39, 33]","[32, 39, 29, 44, 33, 48, 27, 42, 19, 45, 46, 47, 50, 20, 51, 41, 23]"
4452,Conservative,"[26, 31, 37, 57, 20, 43, 40, 52, 35, 33]","[41, 26, 31, 54, 36, 37, 57, 34, 20, 43, 40, 52, 35, 30, 33]"
4453,Aggressive,"[24, 36, 34, 19, 16, 51]","[24, 31, 37, 47, 21, 36, 15, 35, 34, 6, 20, 19, 43, 16, 40, 51]"
4454,Assertive,"[39, 46, 43, 37]","[42, 54, 17, 38, 35, 39, 44, 21, 31, 14, 46, 43, 20, 28, 37]"
4455,Balanced,"[6, 31, 37, 39, 13]","[50, 6, 24, 17, 31, 23, 36, 9, 40, 37, 34, 35, 25, 51, 39, 20, 41, 13, 54]"
4456,Balanced,"[37, 13, 55]","[49, 36, 30, 37, 13, 21, 35, 18, 29, 44, 55, 14, 32, 12, 34, 23]"
4457,Assertive,"[13, 37, 43, 27]","[40, 42, 13, 37, 43, 30, 44, 15, 29, 24, 27, 33]"
4458,Balanced,"[31, 37]","[41, 12, 21, 23, 31, 27, 46, 15, 18, 37, 48]"
4459,Balanced,"[33, 39, 13]","[32, 40, 14, 20, 45, 33, 39, 26, 44, 25, 30, 22, 23, 28, 13]"
4460,Balanced,"[43, 11, 37, 31]","[36, 44, 26, 24, 28, 42, 32, 41, 34, 43, 11, 52, 20, 29, 12, 57, 27, 21, 48, 37, 19, 17, 31]"
4461,Balanced,[33],"[18, 32, 54, 34, 38, 23, 41, 52, 36, 12, 33, 51, 49, 25, 22, 20]"
4462,Balanced,"[37, 31]","[24, 34, 25, 7, 28, 46, 18, 19, 49, 21, 17, 53, 37, 56, 16, 44, 26, 23, 48, 31]"
4463,Balanced,"[37, 33, 43, 39]","[37, 48, 33, 21, 38, 36, 43, 39, 42, 30, 32, 27, 54, 20]"
4464,Balanced,"[31, 33]","[48, 31, 8, 32, 19, 22, 35, 51, 23, 36, 33, 28]"
4465,Balanced,"[33, 43, 13, 31]","[33, 43, 40, 24, 41, 10, 36, 30, 46, 32, 29, 26, 47, 13, 31, 27, 19, 25, 42]"
4466,Balanced,"[37, 55, 39]","[40, 17, 32, 34, 19, 51, 37, 28, 22, 55, 44, 52, 39]"
4467,Balanced,[43],"[43, 44, 51, 14, 40, 10, 32, 38, 52, 28, 23, 36, 34, 42]"
4468,Balanced,"[33, 37]","[40, 33, 26, 37, 25, 38, 30, 22, 12, 34, 57, 32, 5, 7, 24]"
4469,Assertive,"[43, 27, 49, 23, 32]","[30, 29, 17, 38, 34, 25, 55, 43, 27, 18, 26, 53, 57, 54, 49, 31, 20, 23, 32]"
4470,Assertive,[32],"[52, 14, 25, 32, 36, 22, 24, 19, 42, 21, 34, 18, 29]"
4471,Assertive,"[43, 27, 23, 49, 46]","[34, 43, 48, 45, 51, 29, 27, 26, 22, 6, 50, 23, 49, 56, 24, 46, 35, 31]"
4472,Balanced,"[39, 37, 33, 13, 31]","[23, 17, 27, 38, 39, 51, 57, 37, 22, 33, 20, 13, 49, 19, 28, 31, 53, 34, 12]"
4473,Balanced,"[33, 39]","[36, 41, 53, 34, 18, 33, 39, 27, 15, 50, 32, 42]"
4474,Balanced,"[33, 37]","[56, 10, 17, 15, 34, 33, 19, 41, 57, 25, 38, 27, 21, 49, 29, 26, 40, 22, 24, 18, 23, 35, 37]"
4475,Assertive,"[37, 12, 41, 27, 49, 23]","[17, 33, 37, 12, 41, 27, 49, 7, 36, 40, 53, 23, 15, 30]"
4476,Balanced,[43],"[18, 10, 43, 30, 46, 40, 5, 47, 15, 34, 27, 29, 21, 38, 42]"
4477,Balanced,[33],"[22, 40, 19, 42, 50, 21, 18, 25, 14, 9, 29, 45, 33, 32, 54]"
4478,Assertive,"[43, 12, 10, 32]","[33, 17, 43, 12, 22, 40, 26, 24, 34, 15, 31, 50, 21, 10, 32, 55, 56, 35, 44, 28, 30]"
4479,Balanced,"[31, 39, 13, 43]","[31, 26, 38, 39, 13, 43, 25, 19, 45, 16, 14, 47, 22, 20, 56]"
4480,Assertive,"[43, 37, 32, 41]","[43, 5, 28, 8, 40, 37, 35, 22, 21, 48, 30, 32, 58, 41, 33]"
4481,Balanced,"[43, 37]","[26, 43, 20, 37, 29, 46, 24, 35, 25, 42]"
4482,Balanced,"[31, 37, 55, 11, 33]","[31, 42, 10, 46, 27, 37, 48, 55, 50, 11, 28, 33, 51, 38, 16, 36, 25, 12, 22]"
4483,Assertive,"[39, 32, 37, 23, 43]","[26, 39, 56, 33, 32, 47, 38, 37, 19, 29, 23, 48, 34, 28, 43]"
4484,Assertive,"[23, 37, 27, 49, 46, 32, 39, 10]","[29, 23, 25, 37, 36, 27, 44, 54, 49, 46, 34, 32, 38, 39, 10, 56, 31, 22]"
4485,Assertive,"[27, 11, 23, 41, 32]","[38, 42, 27, 11, 45, 40, 50, 23, 21, 48, 19, 41, 36, 32, 25, 31, 55, 29]"
4486,Assertive,"[23, 39, 37, 9]","[38, 33, 23, 42, 31, 39, 16, 47, 44, 56, 25, 14, 34, 37, 48, 30, 29, 17, 35, 9, 24]"
4487,Balanced,[33],"[30, 19, 34, 26, 51, 42, 58, 33, 35, 28]"
4488,Assertive,"[32, 11, 41, 43, 27]","[32, 17, 40, 19, 35, 55, 38, 33, 24, 11, 41, 29, 18, 43, 50, 25, 27, 26, 21, 52, 5]"
4489,Balanced,"[37, 43]","[25, 54, 37, 8, 35, 17, 43, 28, 46, 29, 51, 15, 14]"
4490,Balanced,"[39, 13, 43, 31]","[39, 51, 26, 25, 40, 21, 13, 29, 34, 49, 44, 43, 24, 32, 31, 23]"
4491,Balanced,"[31, 11, 6, 37]","[31, 56, 18, 9, 24, 42, 14, 11, 25, 23, 30, 6, 37, 38]"
4492,Balanced,"[31, 33, 37, 13, 39]","[32, 31, 33, 12, 44, 27, 25, 16, 37, 26, 28, 40, 36, 30, 9, 13, 51, 48, 39, 38, 19, 46, 35]"
4493,Balanced,[31],"[57, 32, 38, 10, 51, 28, 20, 47, 8, 40, 46, 31, 50]"
4494,Assertive,"[32, 43, 13]","[20, 19, 47, 32, 51, 29, 5, 43, 33, 35, 13]"
4495,Balanced,"[43, 31]","[43, 42, 31, 40, 45, 16, 28, 27, 15, 32, 41, 22, 46, 51, 47, 36, 18, 35]"
4496,Assertive,"[27, 43]","[14, 33, 36, 29, 27, 17, 51, 43, 42, 30, 20, 19, 16, 18]"
4497,Balanced,"[31, 11]","[34, 31, 11, 19, 42, 50, 38, 29, 18, 53, 36, 27, 32]"
4498,Balanced,"[33, 31]","[33, 36, 27, 29, 20, 45, 8, 28, 21, 42, 56, 18, 31, 25, 15]"
4499,Assertive,"[23, 39, 12, 27]","[42, 23, 16, 22, 39, 12, 27, 30, 34, 17, 40, 55, 8, 29, 56]"
4500,Balanced,"[31, 13]","[26, 46, 28, 29, 52, 25, 45, 38, 42, 19, 34, 30, 24, 31, 32, 13, 20, 22, 14]"
4501,Balanced,"[37, 39, 55, 31, 43]","[20, 46, 37, 32, 58, 29, 34, 27, 39, 22, 55, 31, 43, 41, 45, 57, 36, 8, 42]"
4502,Assertive,"[46, 43, 10, 32, 12, 39, 13]","[46, 21, 29, 16, 53, 43, 15, 10, 32, 34, 33, 17, 12, 39, 28, 13, 25, 31, 36, 47]"
4503,Balanced,"[37, 31]","[21, 48, 27, 45, 22, 49, 54, 17, 37, 30, 31, 44, 16, 24]"
4504,Assertive,"[23, 46]","[16, 23, 18, 35, 31, 22, 36, 45, 51, 29, 33, 42, 46]"
4505,Assertive,"[39, 12, 37, 9, 46, 32, 41, 27, 43]","[39, 12, 40, 17, 18, 15, 37, 9, 35, 22, 29, 46, 28, 20, 32, 52, 33, 45, 42, 47, 41, 27, 30, 43, 38]"
4506,Assertive,"[27, 12, 37]","[27, 25, 12, 50, 20, 16, 29, 37, 53, 34]"
4507,Balanced,[13],"[36, 38, 51, 15, 7, 20, 52, 24, 25, 56, 13, 23, 28]"
4508,Balanced,"[39, 31, 33]","[34, 40, 21, 39, 41, 56, 27, 31, 23, 33, 47, 12]"
